student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score
STU108006,23,Female,100.0,35.54,88.75,100.0,93.29,100.0,2.93,94.75
STU108007,21,Male,97.33,21.64,80.1,81.39,100.0,73.63,2.89,87.13
STU108008,21,Female,84.6,19.26,86.82,81.55,72.67,81.99,3.01,66.44
STU108009,24,Male,70.13,5.89,49.46,58.03,59.09,53.82,1.98,49.03
STU108010,25,Male,77.93,21.14,70.96,79.17,70.77,78.92,3.28,82.61
STU108011,20,Female,89.64,21.33,71.74,63.7,81.79,76.86,2.83,88.81
STU108012,18,Female,35.77,6.82,43.77,54.6,39.28,26.74,1.25,33.53
STU108013,24,Male,68.55,2.08,64.76,56.44,58.71,47.25,1.44,53.66
STU108014,28,Male,82.02,10.91,70.56,82.05,69.05,70.05,2.26,81.61
STU108015,19,Male,79.93,18.63,85.43,69.77,61.8,44.6,2.17,53.33
STU108016,23,Female,73.7,9.26,57.3,74.73,60.13,77.46,2.04,63.41
STU108017,20,Male,77.3,16.55,86.09,83.4,81.01,82.9,3.17,74.69
STU108018,21,Male,78.33,0.45,62.56,73.76,59.44,62.97,2.0,42.66
STU108019,25,Male,75.21,19.31,67.51,55.97,55.63,75.68,2.04,56.85
STU108020,21,Female,76.29,12.5,43.31,54.91,51.19,70.89,1.82,58.09
STU108021,21,Male,77.73,20.79,67.32,93.58,60.08,82.64,2.51,52.17
STU108022,30,Female,59.29,15.04,52.93,58.99,41.12,62.67,1.44,47.05
STU108023,20,Male,61.55,13.08,49.06,82.94,44.87,68.5,1.99,66.47
STU108024,20,Male,58.52,4.55,28.05,56.76,34.11,56.28,1.87,37.33
STU108025,30,Male,66.73,12.77,57.58,63.6,61.64,71.73,2.82,62.46
STU108026,25,Male,100.0,14.45,82.53,96.89,82.78,71.13,2.45,69.48
STU108027,18,Male,91.73,10.62,83.8,60.06,73.61,59.51,3.26,71.37
STU108028,23,Male,79.92,21.86,53.85,70.13,79.33,45.3,2.38,64.94
STU108029,25,Male,82.4,18.39,75.63,50.58,77.55,82.76,2.83,74.77
STU108030,21,Male,78.97,11.7,73.92,82.98,67.77,64.34,2.94,76.75
STU108031,25,Male,100.0,19.16,97.88,75.04,73.36,82.5,3.12,70.24
STU108032,26,Male,67.86,19.47,82.22,65.46,72.2,71.08,2.58,72.75
STU108033,21,Male,36.94,0.0,49.71,26.86,37.32,53.29,1.06,31.86
STU108034,28,Male,96.52,16.05,76.34,86.01,69.51,86.14,2.96,73.91
STU108035,23,Female,70.75,10.73,66.8,62.94,62.72,68.06,2.43,69.55
STU108036,30,Female,68.73,14.91,69.78,80.69,79.89,71.87,2.38,78.2
STU108037,19,Female,76.98,15.04,73.4,67.09,74.63,94.5,2.83,72.51
STU108038,22,Male,51.12,10.53,44.95,42.11,58.99,47.42,1.55,55.27
STU108039,27,Female,63.22,26.07,85.72,66.11,65.51,84.27,2.31,69.25
STU108040,29,Female,70.84,16.1,81.17,92.19,56.79,76.48,2.53,57.66
STU108041,24,Male,82.73,15.76,83.54,100.0,77.25,71.13,2.55,75.49
STU108042,30,Male,76.19,7.26,71.8,74.83,59.08,70.5,2.56,60.02
STU108043,20,Female,100.0,20.18,78.38,75.76,82.68,64.71,2.83,70.5
STU108044,23,Female,78.35,0.0,48.13,45.43,56.1,51.01,2.23,50.82
STU108045,22,Female,60.25,16.74,72.31,77.14,52.44,68.08,2.28,62.95
STU108046,24,Female,76.14,7.51,76.67,54.58,66.86,73.62,2.28,60.71
STU108047,29,Female,87.17,12.74,77.64,73.39,65.27,79.17,3.11,92.53
STU108048,27,Female,82.35,13.47,88.16,59.81,53.84,74.2,2.6,53.12
STU108049,28,Male,100.0,29.26,79.7,84.78,91.08,100.0,3.11,95.67
STU108050,21,Male,86.13,12.5,72.18,56.22,63.15,68.22,2.62,55.17
STU108051,30,Female,79.67,14.52,74.63,79.35,67.44,75.28,2.57,70.73
STU108052,23,Male,87.02,18.03,72.23,86.73,62.4,80.5,2.09,52.45
STU108053,26,Male,77.32,16.04,77.22,88.52,91.26,81.7,2.58,86.34
STU108054,27,Male,64.82,15.84,83.55,61.37,75.64,72.28,2.78,70.92
STU108055,26,Male,73.03,0.0,47.77,54.13,36.03,45.6,1.04,43.58
STU108056,25,Male,90.7,18.9,77.9,80.5,81.36,80.25,2.78,69.86
STU108057,24,Female,83.71,21.87,78.58,71.5,69.86,84.06,2.42,74.04
STU108058,26,Male,63.8,23.19,0.0,94.09,77.25,97.55,3.86,86.68
STU108059,29,Female,85.49,10.35,67.22,61.2,56.96,51.28,2.53,62.51
STU108060,23,Male,65.33,0.0,52.12,56.29,38.94,52.49,1.97,35.86
STU108061,24,Female,38.13,0.26,72.23,26.74,54.7,31.44,1.08,40.42
STU108062,20,Female,64.13,2.02,69.4,59.94,47.32,54.62,2.15,43.41
STU108063,22,Female,86.34,17.12,75.87,85.14,63.91,78.45,2.14,65.71
STU108064,28,Male,83.46,20.74,84.37,82.94,65.48,73.45,3.03,55.51
STU108065,26,Male,85.53,14.58,74.79,79.56,69.17,70.07,2.83,79.96
STU108066,20,Female,73.74,7.98,58.54,50.15,42.31,54.89,1.48,40.8
STU108067,25,Female,71.18,12.98,75.67,56.59,80.45,64.78,2.25,71.6
STU108068,28,Male,81.8,17.97,90.22,83.72,70.81,80.9,3.35,64.39
STU108069,19,Female,53.98,11.92,69.94,49.8,44.23,68.08,1.63,35.2
STU108070,18,Female,100.0,33.24,85.71,100.0,100.0,92.01,3.26,98.4
STU108071,23,Male,98.52,37.25,100.0,100.0,100.0,82.49,3.19,97.5
STU108072,26,Female,100.0,29.29,94.94,100.0,75.85,78.69,3.45,82.8
STU108073,22,Female,80.45,24.65,82.16,70.31,72.87,67.22,2.58,72.1
STU108074,28,Male,59.47,17.83,51.22,62.88,66.08,65.52,2.51,70.63
STU108075,29,Female,88.72,18.09,90.39,70.31,62.59,79.19,2.49,66.05
STU108076,24,Male,93.92,14.37,85.24,78.55,85.22,86.62,3.52,77.35
STU108077,22,Female,74.37,15.57,82.23,60.58,45.9,72.59,2.73,69.56
STU108078,18,Female,68.22,9.59,70.78,67.03,37.45,64.73,2.03,66.47
STU108079,28,Female,72.32,22.23,50.78,76.79,74.1,76.84,2.24,75.17
STU108080,29,Male,63.88,14.07,77.78,100.0,64.19,59.92,1.93,62.86
STU108081,24,Male,84.75,27.72,86.39,69.06,100.0,81.96,3.23,94.54
STU108082,24,Male,82.95,8.41,71.56,51.98,59.41,59.25,2.36,59.46
STU108083,27,Female,78.98,16.8,77.88,75.03,84.7,64.71,2.48,75.7
STU108084,27,Male,76.51,11.28,80.86,59.93,74.02,93.0,2.85,70.44
STU108085,19,Female,93.12,25.45,81.52,100.0,95.11,82.42,3.26,92.18
STU108086,26,Male,63.83,22.34,80.38,73.6,89.01,62.72,2.63,65.29
STU108087,30,Male,84.6,24.27,68.59,67.42,63.6,67.27,2.49,75.64
STU108088,27,Female,66.94,7.12,61.81,53.23,37.53,79.37,2.03,63.3
STU108089,24,Female,85.94,12.07,94.9,93.37,82.45,83.47,2.8,85.31
STU108090,24,Male,85.65,19.89,73.84,71.48,85.21,87.92,2.87,65.6
STU108091,21,Female,60.06,3.39,51.09,29.78,43.46,47.0,1.56,39.24
STU108092,26,Male,98.49,27.62,100.0,79.93,99.2,68.98,3.18,94.12
STU108093,21,Female,54.06,0.65,57.09,64.71,47.72,51.96,1.89,37.73
STU108094,24,Male,94.77,18.05,61.03,92.82,74.09,71.24,3.16,65.88
STU108095,21,Female,71.41,10.28,54.78,82.86,60.95,65.9,2.4,66.47
STU108096,22,Male,66.73,21.87,67.14,64.95,83.46,70.18,3.11,70.89
STU108097,22,Male,86.39,2.09,84.98,70.45,73.06,76.23,2.62,67.44
STU108098,19,Female,74.57,14.11,55.15,62.5,48.85,71.13,1.72,42.04
STU108099,27,Male,80.92,17.35,74.72,78.05,74.73,79.99,3.17,87.61
STU108100,23,Male,64.55,3.05,69.25,46.79,62.39,75.85,2.11,53.6
STU108101,30,Male,55.01,15.53,68.58,52.18,38.74,70.5,2.54,44.0
STU108102,20,Male,62.08,15.54,69.17,66.33,71.2,51.95,2.52,64.29
STU108103,26,Female,72.22,13.5,57.6,74.34,48.03,61.52,2.04,48.8
STU108104,20,Male,82.06,12.32,72.16,68.21,92.51,69.72,2.25,71.67
STU108105,25,Female,85.15,14.55,86.48,70.31,74.2,78.1,2.84,79.2
STU108106,24,Female,74.67,11.06,49.97,70.9,71.79,59.95,2.06,65.34
STU108107,23,Male,88.03,23.58,78.63,77.2,80.22,72.01,2.66,78.17
STU108108,26,Female,69.59,11.57,72.23,55.17,69.44,67.92,2.56,61.57
STU108109,28,Male,62.52,8.97,62.27,77.84,60.03,69.76,2.71,51.82
STU108110,22,Male,80.78,17.57,78.1,88.79,68.38,80.6,2.09,61.1
STU108111,29,Male,100.0,24.35,75.58,81.55,100.0,83.8,3.74,85.53
STU108112,20,Male,57.46,11.4,78.75,66.51,45.09,46.13,2.02,32.08
STU108113,21,Male,100.0,32.55,95.06,90.29,100.0,78.83,3.18,88.07
STU108114,22,Male,86.44,25.04,76.61,67.04,100.0,69.86,2.82,81.59
STU108115,30,Female,78.41,9.11,70.51,70.14,61.06,69.58,3.14,54.99
STU108116,19,Female,90.43,22.03,72.51,77.6,74.0,70.42,3.42,72.71
STU108117,23,Female,84.02,15.0,55.58,70.96,58.36,60.48,2.74,62.41
STU108118,23,Female,78.35,20.76,71.58,77.32,52.5,88.22,2.55,52.05
STU108119,28,Female,71.04,16.04,78.29,57.52,64.87,63.65,2.42,71.57
STU108120,24,Male,90.21,20.51,69.25,67.8,92.78,81.32,3.11,66.47
STU108121,30,Female,60.0,8.3,75.69,57.3,49.7,51.55,2.09,52.33
STU108122,27,Male,59.52,19.74,69.66,84.78,71.91,69.59,2.51,69.43
STU108123,27,Female,81.9,20.96,81.09,65.88,74.02,62.71,3.23,90.15
STU108124,27,Female,89.03,22.7,83.41,89.04,78.63,82.69,3.58,81.54
STU108125,20,Male,72.4,6.55,70.55,66.74,57.73,51.03,2.0,44.07
STU108126,23,Female,85.73,30.02,89.76,73.11,80.69,90.47,2.42,71.05
STU108127,25,Female,62.46,10.35,59.98,50.5,49.55,0.0,2.58,55.94
STU108128,20,Female,78.35,1.66,54.25,51.45,41.46,42.52,2.0,21.5
STU108129,19,Male,73.24,11.76,76.11,61.38,52.88,49.02,2.27,42.11
STU108130,19,Female,89.7,19.35,87.89,74.37,79.5,75.2,3.54,84.08
STU108131,28,Female,84.36,8.48,68.13,74.55,58.62,55.68,2.61,73.69
STU108132,26,Male,71.8,13.28,64.79,0.0,70.55,62.11,1.91,63.29
STU108133,21,Female,87.84,8.07,63.68,83.01,65.17,63.29,2.07,55.32
STU108134,27,Male,73.86,15.65,88.54,71.49,55.72,81.18,2.05,64.25
STU108135,27,Female,85.14,10.77,81.0,43.06,73.32,58.27,2.81,76.16
STU108136,28,Male,60.58,0.0,42.78,49.42,47.44,42.33,1.53,40.61
STU108137,29,Male,82.05,17.45,63.51,58.93,61.96,77.65,2.25,69.58
STU108138,29,Male,82.82,10.23,71.84,69.31,53.34,66.54,2.52,65.84
STU108139,20,Female,65.44,8.98,70.17,51.23,50.05,70.54,2.12,56.39
STU108140,28,Female,63.6,7.57,56.19,51.37,52.76,57.03,2.52,46.48
STU108141,23,Male,72.08,13.55,73.69,76.65,67.74,69.1,2.07,60.83
STU108142,23,Male,85.31,11.92,65.69,67.86,78.27,73.8,2.34,62.32
STU108143,26,Female,64.75,14.42,77.74,67.24,72.97,74.39,2.83,64.68
STU108144,25,Male,66.29,8.38,77.89,68.39,64.35,71.13,2.2,64.89
STU108145,23,Male,83.57,16.14,73.22,52.94,66.6,63.53,2.3,62.93
STU108146,30,Female,67.88,10.21,45.73,62.07,57.38,77.7,2.85,51.79
STU108147,20,Male,80.96,15.55,73.66,59.63,80.96,67.26,3.64,77.88
STU108148,19,Female,100.0,26.19,75.39,90.38,82.62,85.35,3.35,91.96
STU108149,18,Male,50.35,0.0,55.24,47.3,38.85,44.46,1.58,36.92
STU108150,28,Female,78.8,9.78,78.79,97.46,62.92,82.86,2.4,61.25
STU108151,23,Female,86.25,9.03,86.3,52.44,71.08,81.34,2.57,81.25
STU108152,23,Male,81.99,23.43,74.46,85.67,77.87,71.65,2.78,83.39
STU108153,26,Female,90.46,22.53,84.79,65.79,89.94,74.21,3.41,86.07
STU108154,23,Female,53.1,11.93,62.98,51.37,44.72,56.27,1.99,56.72
STU108155,25,Female,88.31,22.14,88.16,59.18,86.76,88.92,3.04,90.43
STU108156,18,Male,68.42,16.42,50.62,56.8,51.07,60.57,2.08,53.94
STU108157,20,Male,76.08,5.39,64.09,73.95,60.38,71.37,3.23,67.41
STU108158,30,Female,64.84,12.91,64.31,63.91,60.27,66.61,2.93,63.95
STU108159,23,Male,74.71,15.04,77.69,48.62,60.35,65.02,2.97,77.98
STU108160,20,Male,61.21,8.96,71.15,53.48,59.11,68.5,2.26,62.47
STU108161,22,Male,81.21,21.62,75.68,76.25,69.04,77.07,2.57,73.14
STU108162,22,Female,92.89,28.64,93.6,78.72,86.62,100.0,3.55,100.0
STU108163,21,Male,79.65,8.09,66.76,58.93,51.57,60.89,1.74,53.88
STU108164,21,Male,82.69,7.69,73.32,82.83,68.95,75.15,2.52,65.58
STU108165,27,Female,74.35,32.68,80.08,73.92,67.15,75.61,3.55,57.95
STU108166,19,Male,78.35,13.19,75.83,55.8,44.28,62.13,2.54,46.86
STU108167,22,Male,94.01,23.6,100.0,84.5,100.0,84.31,3.26,91.62
STU108168,24,Male,82.4,18.73,76.71,83.55,63.33,77.54,2.41,71.48
STU108169,25,Male,75.36,12.34,81.59,73.69,96.03,65.52,2.41,66.47
STU108170,29,Female,64.6,15.5,80.26,43.82,55.16,56.52,1.25,46.21
STU108171,30,Male,94.42,14.23,67.18,85.14,69.4,59.59,2.12,68.89
STU108172,21,Female,78.35,24.16,78.39,65.94,65.13,93.36,2.72,59.28
STU108173,25,Male,92.01,21.09,91.74,74.93,81.5,72.26,2.5,85.76
STU108174,18,Male,70.88,7.81,73.88,49.9,61.11,51.54,2.14,67.12
STU108175,26,Male,65.81,21.81,59.75,63.94,46.28,65.71,1.73,37.92
STU108176,19,Female,78.36,20.79,69.55,55.65,63.03,71.13,2.48,66.47
STU108177,24,Male,100.0,20.34,100.0,74.47,72.92,92.42,3.2,80.37
STU108178,26,Male,89.27,11.74,82.12,83.09,76.64,79.07,3.14,89.14
STU108179,20,Female,100.0,29.57,93.74,92.11,92.15,74.18,3.82,88.67
STU108180,24,Male,91.78,25.25,78.07,68.91,76.0,70.04,2.52,76.15
STU108181,19,Female,86.97,20.05,90.98,73.97,67.15,85.96,2.87,72.67
STU108182,27,Male,77.66,20.73,87.65,84.54,64.0,86.22,2.34,53.99
STU108183,27,Male,83.28,31.72,85.55,90.54,100.0,90.05,3.26,87.48
STU108184,25,Female,100.0,25.42,93.03,90.68,85.19,97.07,3.45,83.16
STU108185,28,Male,66.65,5.2,62.45,45.88,60.31,57.71,1.93,56.99
STU108186,23,Male,88.24,16.73,88.01,71.89,87.17,89.57,3.36,79.16
STU108187,20,Male,95.62,19.37,87.15,92.57,50.84,70.0,2.93,54.85
STU108188,19,Male,67.16,16.35,81.07,63.79,66.01,71.13,2.49,68.03
STU108189,20,Female,36.54,9.8,38.13,45.3,57.13,48.05,1.53,46.68
STU108190,20,Male,45.03,7.6,60.69,53.75,36.46,44.55,1.54,42.67
STU108191,22,Female,69.38,16.21,81.57,68.11,52.05,71.13,1.81,52.05
STU108192,20,Male,61.36,7.95,50.56,43.59,38.4,68.51,1.31,43.08
STU108193,25,Male,85.01,17.76,86.6,41.46,48.52,81.19,2.68,62.86
STU108194,19,Male,93.32,23.02,85.05,74.97,82.45,70.01,3.39,75.98
STU108195,26,Female,50.53,10.22,74.39,62.99,62.27,58.63,1.83,48.92
STU108196,22,Female,100.0,14.56,81.72,53.49,56.53,50.51,2.57,66.55
STU108197,26,Female,61.88,10.2,48.92,60.62,36.27,48.84,1.41,33.44
STU108198,24,Male,91.41,17.35,84.15,76.85,62.93,71.68,2.31,56.29
STU108199,29,Male,88.47,24.62,81.81,85.61,84.83,73.79,2.85,90.23
STU108200,23,Female,60.97,7.52,53.4,43.03,38.48,37.5,1.61,45.52
STU108201,21,Male,78.35,3.37,78.76,65.07,40.73,49.88,1.45,35.84
STU108202,25,Female,53.9,1.49,41.75,61.05,50.22,74.45,2.47,61.26
STU108203,26,Male,73.81,16.86,71.56,90.36,61.2,86.37,2.74,61.44
STU108204,23,Male,78.64,19.59,86.81,80.41,86.11,73.92,2.2,79.38
STU108205,25,Male,66.3,11.08,80.37,79.8,67.74,71.76,2.52,64.99
STU108206,24,Male,89.64,17.49,66.07,70.3,61.85,69.93,2.41,62.96
STU108207,21,Female,82.65,13.1,68.85,69.06,67.25,73.12,2.81,70.76
STU108208,24,Female,98.86,17.85,74.28,86.78,65.44,74.85,2.55,66.47
STU108209,24,Female,68.57,14.1,70.44,51.72,55.93,51.77,2.36,52.51
STU108210,26,Female,65.65,5.47,62.24,77.95,83.16,62.01,2.51,54.33
STU108211,19,Male,82.02,16.62,71.61,77.35,75.91,52.28,2.01,63.73
STU108212,30,Male,73.65,21.94,71.9,64.61,62.53,67.29,2.52,65.29
STU108213,27,Male,100.0,26.38,91.07,77.24,94.27,95.83,3.82,82.32
STU108214,18,Female,84.9,13.08,65.27,65.13,54.86,62.12,2.12,60.0
STU108215,27,Male,90.27,18.0,65.65,67.04,80.6,76.36,2.62,59.14
STU108216,25,Female,94.51,18.25,77.83,59.56,38.97,74.95,2.57,46.29
STU108217,29,Female,100.0,23.52,87.15,80.11,78.01,89.41,3.06,81.2
STU108218,24,Female,63.87,9.87,56.34,69.85,45.75,65.81,1.92,48.38
STU108219,24,Female,100.0,15.2,89.36,84.92,91.67,76.98,2.73,84.31
STU108220,22,Female,81.81,16.38,82.34,66.04,64.45,56.75,2.59,51.47
STU108221,22,Female,100.0,24.63,99.16,82.27,79.07,84.27,4.0,84.72
STU108222,26,Female,78.42,19.06,80.71,72.24,69.31,66.44,2.62,72.96
STU108223,28,Male,62.52,11.13,69.48,71.96,50.77,65.7,2.22,48.37
STU108224,29,Female,84.53,15.85,70.95,68.3,78.35,75.62,2.52,70.1
STU108225,28,Male,94.97,18.6,94.81,81.36,84.9,80.36,2.98,71.89
STU108226,25,Female,78.93,17.07,53.27,78.42,66.34,69.2,2.68,73.06
STU108227,24,Female,76.01,13.57,66.12,81.95,65.51,58.32,2.62,54.52
STU108228,22,Male,83.8,16.36,70.5,91.81,51.52,66.83,2.82,62.27
STU108229,24,Female,64.55,15.04,82.34,69.62,53.3,71.23,2.56,71.57
STU108230,22,Male,81.83,9.24,76.66,51.21,43.36,64.94,1.94,44.66
STU108231,21,Female,58.52,11.81,52.51,69.23,74.21,58.22,2.52,55.87
STU108232,29,Female,99.29,33.0,82.2,85.66,82.14,94.84,3.7,86.93
STU108233,25,Female,60.06,9.58,48.25,50.97,57.15,62.42,2.23,62.44
STU108234,22,Female,86.16,12.94,77.83,62.19,57.52,70.67,2.88,56.4
STU108235,29,Male,81.02,15.12,79.71,80.74,67.5,71.13,3.1,56.43
STU108236,30,Male,69.79,7.93,68.96,70.31,61.88,65.84,2.36,67.78
STU108237,22,Female,70.87,7.94,52.49,49.32,55.58,49.59,1.28,50.01
STU108238,24,Male,59.41,9.66,62.53,65.12,51.74,49.3,1.91,47.4
STU108239,24,Male,85.51,16.88,100.0,86.87,65.39,87.15,2.98,67.32
STU108240,27,Male,78.83,17.44,61.92,65.13,35.64,57.56,2.39,37.6
STU108241,30,Male,47.29,2.38,62.1,46.62,62.34,49.81,1.28,48.37
STU108242,25,Female,81.82,9.57,74.25,72.69,64.85,91.69,2.35,70.61
STU108243,28,Male,64.08,17.35,72.98,53.71,50.95,55.0,1.76,53.91
STU108244,25,Male,86.63,13.05,84.93,84.63,67.3,78.42,2.63,67.28
STU108245,24,Female,78.35,16.53,70.78,79.17,77.05,69.95,1.74,51.33
STU108246,23,Female,82.37,16.89,76.45,68.65,55.9,69.01,2.19,55.82
STU108247,23,Male,73.66,15.12,84.36,66.07,61.16,79.73,2.54,64.08
STU108248,23,Female,74.53,13.04,62.25,62.32,53.79,62.97,1.9,56.42
STU108249,30,Male,80.93,10.64,63.18,51.85,67.69,64.4,1.97,58.93
STU108250,25,Female,76.93,11.85,76.42,79.65,62.13,83.44,2.13,76.57
STU108251,19,Male,57.95,0.0,75.83,68.33,51.73,45.73,1.73,40.98
STU108252,18,Male,86.24,10.84,67.76,82.86,72.91,67.49,2.66,73.31
STU108253,24,Male,73.31,27.14,58.76,62.48,57.23,67.48,2.59,59.73
STU108254,28,Female,74.79,10.2,71.22,52.02,66.46,61.09,1.77,63.34
STU108255,24,Male,70.47,18.14,62.6,46.41,50.61,65.0,3.33,50.24
STU108256,25,Male,90.28,15.04,72.23,63.83,71.07,66.46,2.43,81.56
STU108257,28,Female,73.54,10.75,62.45,72.31,54.38,77.79,2.43,61.56
STU108258,24,Male,83.16,16.94,72.98,66.76,76.36,82.39,2.59,70.03
STU108259,29,Female,82.05,10.44,88.17,100.0,71.78,71.31,2.67,63.18
STU108260,26,Male,100.0,28.2,100.0,91.95,97.26,100.0,4.0,91.7
STU108261,24,Male,98.93,20.57,74.75,73.73,80.54,79.12,3.42,77.86
STU108262,28,Male,78.35,3.47,61.6,54.86,34.31,51.69,1.07,32.96
STU108263,26,Male,81.36,18.34,63.58,69.95,60.64,53.73,1.96,55.28
STU108264,18,Male,86.33,17.22,74.5,80.86,44.24,70.84,2.32,54.45
STU108265,23,Female,80.17,23.3,79.57,73.93,74.77,94.24,2.61,92.69
STU108266,19,Female,76.46,3.54,62.02,50.64,49.0,78.43,1.51,52.42
STU108267,24,Male,80.01,12.2,62.22,58.3,56.83,62.45,2.27,43.77
STU108268,19,Male,70.02,9.49,45.43,68.15,50.62,53.51,1.22,46.71
STU108269,24,Female,65.68,20.97,61.35,79.73,59.67,65.12,2.24,58.9
STU108270,22,Male,70.27,12.44,73.57,57.68,35.44,78.05,2.47,50.83
STU108271,18,Female,73.28,12.55,73.98,64.96,57.85,69.61,2.52,55.71
STU108272,19,Female,80.49,13.56,53.76,70.79,53.86,66.33,1.86,51.86
STU108273,24,Male,89.7,19.84,93.12,88.38,93.24,87.31,3.52,83.24
STU108274,19,Female,82.2,20.43,81.29,69.45,97.18,71.13,2.85,74.9
STU108275,29,Female,78.35,8.75,63.81,41.76,67.58,63.83,2.07,45.77
STU108276,27,Female,70.54,12.8,63.99,63.39,58.36,65.39,2.52,66.47
STU108277,27,Female,53.74,2.39,73.3,60.5,51.75,56.25,2.25,39.21
STU108278,20,Male,97.0,15.04,91.36,69.94,93.31,80.76,3.17,83.13
STU108279,28,Female,85.98,22.52,100.0,89.74,91.97,95.79,3.86,95.93
STU108280,26,Male,72.0,7.17,66.85,65.25,64.52,74.91,2.95,60.11
STU108281,24,Male,52.88,15.04,47.96,52.69,58.21,67.17,2.16,64.35
STU108282,18,Female,81.24,13.87,58.18,57.58,62.03,67.66,2.31,57.22
STU108283,24,Male,73.41,8.56,77.98,73.33,54.41,52.62,2.21,40.37
STU108284,28,Female,79.2,10.16,62.01,73.81,67.54,71.13,2.16,63.08
STU108285,18,Female,85.73,25.67,100.0,95.43,70.64,73.59,3.39,72.07
STU108286,18,Female,98.76,29.49,76.86,72.61,100.0,71.99,3.17,91.56
STU108287,22,Female,100.0,25.93,86.98,64.08,75.0,91.3,2.42,80.71
STU108288,24,Female,80.58,22.03,77.29,73.59,74.44,69.38,2.56,83.9
STU108289,24,Female,60.32,6.56,58.63,56.54,54.93,46.76,2.23,53.7
STU108290,23,Female,73.18,12.46,62.78,56.25,58.8,57.61,2.63,55.98
STU108291,21,Female,84.61,14.7,65.14,50.67,73.84,78.39,2.78,70.5
STU108292,18,Female,70.55,4.16,78.67,64.86,63.5,54.47,1.37,46.12
STU108293,18,Male,86.96,17.8,81.17,43.72,71.82,84.21,2.28,76.62
STU108294,19,Male,95.37,15.49,66.97,85.92,85.06,87.47,2.78,70.88
STU108295,24,Male,79.0,14.55,66.56,82.39,78.41,85.49,3.26,70.35
STU108296,28,Male,91.36,15.81,83.32,81.5,60.49,82.11,2.54,62.81
STU108297,23,Male,51.97,2.11,54.0,47.99,44.51,40.36,1.94,66.47
STU108298,19,Female,73.92,22.85,70.37,61.72,81.07,71.13,2.95,78.55
STU108299,23,Female,55.49,0.0,79.95,35.88,54.0,58.74,1.9,53.99
STU108300,30,Female,71.74,9.42,46.5,59.51,72.2,62.09,2.09,66.87
STU108301,21,Female,87.35,26.57,72.23,95.31,76.2,82.1,2.74,80.54
STU108302,24,Female,89.01,17.11,77.22,83.38,75.62,84.36,2.28,76.51
STU108303,24,Female,64.21,10.14,54.12,53.58,53.28,47.83,2.37,52.24
STU108304,22,Female,80.89,10.49,69.95,51.45,48.37,43.71,1.71,52.53
STU108305,23,Male,77.24,16.18,80.79,74.2,83.22,74.75,2.1,73.3
STU108306,24,Female,68.23,13.65,79.53,83.64,79.29,97.94,2.19,86.08
STU108307,24,Male,66.94,5.61,61.28,60.24,72.97,59.17,1.92,67.31
STU108308,27,Male,78.35,27.15,82.26,60.32,70.59,63.68,2.54,66.94
STU108309,25,Male,51.13,3.24,55.72,66.86,43.04,60.33,1.97,52.22
STU108310,18,Female,83.11,27.35,66.2,81.66,54.21,80.48,2.73,72.75
STU108311,18,Female,61.13,7.62,72.83,54.59,79.76,67.01,2.47,82.01
STU108312,23,Male,73.49,13.89,89.77,74.04,73.84,91.42,2.41,81.22
STU108313,29,Female,89.13,14.86,73.31,81.02,74.65,59.35,2.82,63.42
STU108314,18,Male,92.92,21.08,86.13,86.62,99.09,89.7,2.75,81.1
STU108315,18,Male,78.78,11.76,75.35,76.74,72.11,73.2,2.09,61.13
STU108316,26,Male,83.59,11.33,55.45,78.46,53.56,68.8,1.91,63.17
STU108317,23,Male,79.95,9.8,71.94,67.37,81.14,68.48,2.28,88.11
STU108318,20,Female,93.87,29.68,100.0,84.16,68.38,80.32,3.14,89.39
STU108319,20,Male,76.27,20.56,83.06,73.52,58.61,93.38,3.01,66.86
STU108320,26,Male,78.35,18.29,88.2,77.81,82.35,86.64,2.38,80.99
STU108321,24,Male,54.86,7.51,71.29,70.0,46.46,79.8,2.13,66.47
STU108322,26,Female,61.22,14.99,63.28,64.62,52.85,58.02,2.38,63.03
STU108323,21,Female,83.11,21.23,86.36,69.18,83.97,76.65,2.25,71.68
STU108324,24,Female,76.43,10.32,62.6,77.96,37.0,73.06,2.26,66.47
STU108325,29,Female,88.37,24.9,58.85,58.71,69.1,69.96,2.08,72.47
STU108326,22,Female,100.0,25.98,97.59,81.69,88.06,79.71,3.02,86.54
STU108327,23,Male,79.77,13.58,79.42,64.61,80.32,76.3,1.91,60.08
STU108328,20,Male,60.49,16.21,88.84,68.54,60.72,48.94,2.19,40.76
STU108329,26,Female,100.0,30.62,90.84,92.72,100.0,76.98,3.0,79.57
STU108330,18,Male,100.0,34.47,98.19,100.0,98.56,100.0,2.96,100.0
STU108331,24,Male,85.15,8.73,71.69,83.51,88.49,73.32,2.36,86.74
STU108332,27,Male,78.35,21.15,78.56,74.97,78.77,91.4,3.09,72.87
STU108333,18,Male,73.53,11.91,91.57,63.79,54.56,65.77,2.31,59.86
STU108334,30,Male,84.56,9.9,62.04,72.63,67.09,80.41,3.15,56.9
STU108335,23,Male,77.31,13.29,68.73,79.14,68.94,67.24,2.25,62.16
STU108336,23,Male,55.63,5.01,74.99,63.11,48.22,43.54,2.16,46.49
