student_id,attendance_risk_component,assessment_performance_risk,trend_risk,gpa_risk,study_behavior_risk,recent_performance_risk,risk_score,risk_level
STU107256,50.6,51.94,52.71,53.25,89.05,54.63,56.0,MODERATE
STU107257,15.07,28.76,52.47,25.25,67.62,24.98,33.75,MODERATE
STU107258,25.77,32.72,42.5,44.0,67.8,32.59,38.47,MODERATE
STU107259,4.87,14.36,45.69,16.0,75.43,25.28,26.17,LOW
STU107260,40.59,43.36,53.12,57.25,71.05,43.36,49.61,MODERATE
STU107261,28.2,26.41,65.16,40.25,62.4,24.05,39.96,MODERATE
STU107262,7.28,14.59,61.81,11.0,30.12,21.61,24.29,LOW
STU107263,23.65,21.21,47.38,37.0,64.75,20.15,33.55,MODERATE
STU107264,10.84,23.52,63.09,46.75,54.92,32.13,36.38,MODERATE
STU107265,21.65,24.52,40.96,15.75,40.08,23.81,27.4,LOW
STU107266,13.43,21.26,44.9,27.5,38.92,21.62,27.16,LOW
STU107267,0.0,7.96,52.61,15.75,24.68,18.0,19.14,LOW
STU107268,27.65,29.65,47.98,37.75,84.52,31.41,39.79,MODERATE
STU107269,26.63,42.74,56.79,68.5,93.62,47.83,51.79,MODERATE
STU107270,18.42,32.49,45.89,27.75,44.15,30.06,32.57,MODERATE
STU107271,24.31,34.16,56.56,49.25,79.72,34.89,43.56,MODERATE
STU107272,17.23,30.19,32.82,38.5,63.22,15.53,31.21,MODERATE
STU107273,9.66,20.66,41.6,32.5,54.35,21.3,27.86,LOW
STU107274,23.81,40.03,54.04,77.25,62.4,36.95,47.1,MODERATE
STU107275,20.36,35.96,50.64,39.5,83.35,21.39,39.59,MODERATE
STU107276,26.34,27.22,57.48,30.0,42.58,35.87,35.91,MODERATE
STU107277,35.46,33.54,40.14,41.5,77.28,22.54,39.71,MODERATE
STU107278,21.3,21.72,36.08,27.0,40.52,22.34,27.24,LOW
STU107279,45.35,37.36,59.2,49.5,79.88,36.59,49.32,MODERATE
STU107280,21.67,40.78,48.79,48.25,53.32,32.56,40.11,MODERATE
STU107281,7.01,8.82,52.21,11.25,15.8,4.92,17.81,LOW
STU107282,49.37,48.06,60.3,52.5,58.8,47.68,52.47,MODERATE
STU107283,22.77,28.45,56.09,35.25,42.25,21.45,34.54,MODERATE
STU107284,5.75,16.37,52.47,0.0,36.4,13.56,20.73,LOW
STU107285,4.25,32.22,77.51,44.25,69.6,32.61,41.27,MODERATE
STU107286,8.03,17.07,35.75,24.0,56.5,15.54,23.83,LOW
STU107287,10.61,24.49,37.85,14.5,49.38,17.48,24.68,LOW
STU107288,21.65,20.49,48.59,39.0,62.3,28.87,34.14,MODERATE
STU107289,36.86,34.82,71.19,31.0,65.0,38.24,45.29,MODERATE
STU107290,53.26,55.02,43.1,62.75,100.0,66.15,59.05,LOW
STU107291,21.65,33.6,55.94,43.5,62.78,34.6,40.18,MODERATE
STU107292,25.01,27.35,59.15,26.0,63.8,16.98,35.65,MODERATE
STU107293,32.02,27.89,41.97,30.0,65.05,0.0,32.78,MODERATE
STU107294,0.0,3.62,51.56,20.0,23.48,1.35,16.7,LOW
STU107295,21.32,18.56,41.85,32.5,59.25,11.11,29.18,LOW
STU107296,26.77,19.55,56.2,38.25,70.88,22.24,36.53,MODERATE
STU107297,7.17,17.34,53.26,11.75,54.87,15.89,25.26,LOW
STU107298,9.42,17.85,52.96,15.5,47.72,24.2,26.46,LOW
STU107299,13.45,35.12,39.17,22.25,64.38,29.89,32.07,MODERATE
STU107300,42.34,31.77,69.9,35.5,88.0,30.31,47.55,MODERATE
STU107301,32.06,34.69,36.57,46.0,59.02,35.28,38.73,MODERATE
STU107302,21.65,22.0,51.8,29.25,56.45,8.37,31.06,MODERATE
STU107303,29.26,30.37,62.25,47.75,78.32,25.67,43.46,MODERATE
STU107304,3.39,26.83,51.78,9.25,61.48,28.65,28.14,LOW
STU107305,39.93,42.54,36.68,39.75,75.58,33.37,42.81,MODERATE
STU107306,24.04,32.82,50.09,33.0,87.9,28.87,39.66,MODERATE
STU107307,10.01,16.73,76.4,9.25,33.95,23.95,28.64,LOW
STU107308,11.69,29.35,54.12,44.5,53.52,21.44,34.67,MODERATE
STU107309,18.28,8.44,31.24,24.25,23.72,1.86,18.21,LOW
STU107310,24.49,33.42,33.48,54.75,45.62,23.63,35.09,MODERATE
STU107311,29.6,27.18,28.14,37.5,73.1,15.2,32.8,MODERATE
STU107312,34.37,32.56,23.61,37.75,47.82,18.54,32.03,MODERATE
STU107313,16.92,38.88,48.55,36.75,63.77,35.42,38.25,MODERATE
STU107314,60.19,50.84,62.4,62.25,100.0,47.92,61.36,HIGH
STU107315,15.11,13.6,48.76,22.25,43.45,6.89,24.55,LOW
STU107316,0.0,12.1,36.68,3.0,24.15,10.35,14.26,LOW
STU107317,22.24,28.43,43.97,44.25,36.02,27.14,33.3,MODERATE
STU107318,29.38,19.5,56.11,23.25,39.42,20.49,31.45,MODERATE
STU107319,25.54,35.14,47.31,43.25,73.88,32.44,40.47,MODERATE
STU107320,14.2,9.22,50.76,18.5,40.88,0.0,22.16,LOW
STU107321,16.0,29.26,48.14,29.0,58.98,16.5,32.04,MODERATE
STU107322,14.66,26.65,39.9,25.25,55.35,5.97,27.49,LOW
STU107323,25.23,34.53,59.78,56.0,89.8,33.32,46.35,MODERATE
STU107324,27.47,33.61,66.05,42.5,48.5,31.83,41.51,MODERATE
STU107325,12.88,37.49,67.36,25.0,64.78,42.62,39.91,MODERATE
STU107326,13.98,15.02,62.68,37.0,62.4,15.93,32.47,MODERATE
STU107327,0.0,19.74,58.98,34.25,66.27,28.87,31.38,MODERATE
STU107328,40.87,46.78,72.95,59.75,90.95,58.87,58.4,MODERATE
STU107329,40.55,51.36,40.41,67.75,75.1,33.06,50.01,MODERATE
STU107330,10.67,25.23,44.94,32.5,66.9,32.57,32.25,MODERATE
STU107331,36.12,38.78,55.31,49.75,82.9,42.86,48.02,MODERATE
STU107332,15.26,24.73,29.78,25.5,42.4,23.79,25.63,LOW
STU107333,37.24,43.73,35.32,58.25,100.0,44.1,48.59,MODERATE
STU107334,17.32,29.38,49.3,29.25,50.18,30.07,33.08,MODERATE
STU107335,17.63,36.13,41.84,33.0,44.52,22.11,32.54,MODERATE
STU107336,16.88,33.9,59.16,32.0,36.28,18.43,33.95,MODERATE
STU107337,32.21,38.97,74.54,53.25,73.9,53.35,51.8,MODERATE
STU107338,37.92,51.86,50.84,62.5,97.35,34.97,53.32,MODERATE
STU107339,28.7,30.42,47.39,37.0,64.45,37.4,38.56,MODERATE
STU107340,15.67,27.07,43.16,9.0,51.0,32.4,28.22,LOW
STU107341,33.2,14.57,38.2,37.75,45.78,2.87,28.45,LOW
STU107342,20.38,42.66,40.7,50.0,72.62,33.12,40.96,MODERATE
STU107343,18.95,20.34,40.6,37.25,31.07,10.62,26.75,LOW
STU107344,22.22,21.33,58.53,29.0,58.3,28.87,34.55,MODERATE
STU107345,7.11,16.67,36.79,19.0,24.7,11.13,19.38,LOW
STU107346,17.71,27.72,77.61,43.25,62.07,35.74,42.26,MODERATE
STU107347,23.62,56.62,58.49,51.25,87.98,48.21,51.88,MODERATE
STU107348,35.24,32.01,24.72,35.0,57.05,14.63,32.41,MODERATE
STU107349,27.73,32.71,50.04,28.25,54.85,34.29,36.88,MODERATE
STU107350,13.95,18.68,56.95,20.5,56.53,23.01,29.88,LOW
STU107351,46.21,38.07,68.62,75.25,78.42,40.04,55.62,MODERATE
STU107352,19.06,32.2,60.58,35.5,58.58,35.58,38.72,MODERATE
STU107353,12.93,21.15,58.65,38.0,28.82,26.19,30.8,MODERATE
STU107354,16.17,32.04,54.8,36.5,63.18,31.56,37.15,MODERATE
STU107355,27.66,26.85,40.17,42.0,76.85,34.01,37.66,MODERATE
STU107356,0.0,12.55,61.21,14.0,42.37,23.02,24.02,LOW
STU107357,42.5,37.65,62.91,61.5,48.95,37.37,48.35,MODERATE
STU107358,0.0,15.56,28.81,13.0,67.5,4.46,18.8,LOW
STU107359,23.34,25.32,66.95,36.0,62.05,48.93,40.89,MODERATE
STU107360,30.36,34.78,42.65,33.75,65.55,29.72,37.89,MODERATE
STU107361,33.76,40.44,71.06,50.5,70.68,56.55,51.37,MODERATE
STU107362,16.04,30.61,50.14,38.0,52.8,15.93,33.46,MODERATE
STU107363,15.5,26.22,62.62,19.5,50.62,32.34,33.4,MODERATE
STU107364,38.88,34.32,59.89,24.25,78.1,35.16,43.3,MODERATE
STU107365,19.16,30.24,79.76,57.0,50.12,42.27,45.13,MODERATE
STU107366,31.85,31.08,26.74,48.0,81.62,15.02,36.35,MODERATE
STU107367,22.78,21.83,45.81,46.0,76.58,13.58,35.09,MODERATE
STU107368,20.75,34.5,46.35,21.75,47.5,42.0,34.26,MODERATE
STU107369,50.85,54.08,80.82,66.0,100.0,63.07,66.06,HIGH
STU107370,13.55,22.65,44.18,27.0,56.7,20.34,28.96,LOW
STU107371,29.48,35.32,66.49,41.5,50.8,26.54,41.98,MODERATE
STU107372,41.69,48.58,62.44,71.25,100.0,51.66,58.82,MODERATE
STU107373,28.39,31.41,58.81,58.25,71.97,42.16,45.44,MODERATE
STU107374,41.52,27.85,63.6,47.75,56.38,19.5,42.74,MODERATE
STU107375,7.69,16.76,68.36,1.25,46.75,18.4,26.1,LOW
STU107376,35.46,39.64,46.9,42.0,69.85,37.57,43.42,MODERATE
STU107377,2.85,16.77,43.18,20.0,50.12,20.93,23.5,LOW
STU107378,16.32,13.03,52.79,32.5,37.85,28.28,28.57,LOW
STU107379,19.74,38.26,40.6,48.25,82.0,41.09,41.18,MODERATE
STU107380,24.0,38.89,54.11,31.25,53.62,38.56,39.25,MODERATE
STU107381,0.0,18.18,54.42,25.5,33.38,29.16,25.51,LOW
STU107382,30.29,25.95,37.31,35.25,73.4,34.69,36.1,MODERATE
STU107383,19.99,15.18,67.39,40.5,62.72,25.81,36.2,MODERATE
STU107384,32.2,44.47,55.41,35.25,86.28,40.64,46.62,MODERATE
STU107385,0.0,18.68,51.4,25.5,49.52,23.15,26.04,LOW
STU107386,27.99,32.33,67.94,32.0,56.95,39.16,41.68,MODERATE
STU107387,21.65,44.12,64.04,52.75,87.32,42.28,49.04,MODERATE
STU107388,16.92,26.5,49.29,44.0,60.95,23.73,34.93,MODERATE
STU107389,27.08,40.6,54.92,43.5,78.57,35.17,44.45,MODERATE
STU107390,25.4,26.22,62.38,41.25,51.3,26.55,38.08,MODERATE
STU107391,18.56,42.2,23.56,43.5,77.85,30.98,36.38,MODERATE
STU107392,0.17,23.39,51.3,48.75,46.55,29.5,31.06,MODERATE
STU107393,18.53,32.88,47.85,43.5,77.9,35.87,39.4,MODERATE
STU107394,40.7,37.92,41.55,32.75,98.68,42.72,44.98,MODERATE
STU107395,34.8,43.22,35.8,38.25,68.8,39.14,41.46,MODERATE
STU107396,10.78,17.43,45.6,24.5,44.62,10.29,24.8,LOW
STU107397,7.7,16.99,33.85,30.25,48.75,0.0,21.97,LOW
STU107398,31.37,40.03,33.89,58.25,68.05,14.55,40.06,MODERATE
STU107399,45.95,45.62,50.7,53.5,75.1,32.09,49.48,MODERATE
STU107400,0.0,8.27,36.78,13.75,58.85,5.96,17.97,LOW
STU107401,12.97,31.07,75.74,20.75,33.6,46.49,36.63,MODERATE
STU107402,14.38,23.91,36.33,27.5,76.85,31.87,31.12,MODERATE
STU107403,34.19,46.76,49.8,45.75,85.4,43.37,48.23,MODERATE
STU107404,20.29,29.14,64.07,34.25,44.9,32.72,37.06,MODERATE
STU107405,13.17,7.99,39.72,9.5,36.52,0.0,17.65,LOW
STU107406,24.27,24.82,53.85,45.75,68.28,13.47,36.87,MODERATE
STU107407,11.94,26.87,52.7,41.0,52.4,21.97,33.23,MODERATE
STU107408,16.58,25.07,61.16,30.75,73.08,34.24,37.16,MODERATE
STU107409,39.96,43.86,75.59,49.75,87.9,41.64,54.49,MODERATE
STU107410,38.49,43.56,54.69,57.5,62.87,52.51,49.69,MODERATE
STU107411,29.35,40.17,39.88,69.75,85.5,28.83,45.78,MODERATE
STU107412,22.77,29.66,25.31,27.0,72.6,19.45,30.29,MODERATE
STU107413,14.02,17.58,56.09,26.75,53.65,27.73,30.57,MODERATE
STU107414,13.57,25.12,37.56,32.0,62.03,38.24,31.33,MODERATE
STU107415,22.02,27.09,53.18,43.75,76.48,17.21,37.74,MODERATE
STU107416,33.14,42.62,49.05,47.75,78.2,29.52,45.03,MODERATE
STU107417,20.54,18.18,15.49,38.25,52.82,8.66,23.64,LOW
STU107418,33.82,40.26,49.41,53.75,87.07,48.44,48.32,MODERATE
STU107419,31.3,40.98,46.09,46.75,90.25,24.2,44.18,MODERATE
STU107420,9.53,26.68,64.38,28.75,57.7,28.04,34.34,MODERATE
STU107421,24.37,36.4,44.46,44.0,49.28,29.97,37.39,MODERATE
STU107422,30.42,36.71,71.38,36.0,39.78,47.2,43.64,MODERATE
STU107423,28.4,32.54,57.01,33.75,64.45,28.87,39.61,MODERATE
STU107424,14.66,30.22,53.49,38.5,42.55,19.42,33.16,MODERATE
STU107425,27.7,30.24,55.16,35.75,71.78,30.76,39.75,MODERATE
STU107426,39.54,36.05,44.38,51.25,81.02,30.63,44.65,MODERATE
STU107427,31.2,45.9,52.44,46.25,67.48,43.08,46.2,MODERATE
STU107428,16.43,36.06,46.68,27.5,94.98,30.63,38.32,MODERATE
STU107429,21.65,35.1,39.6,30.5,48.3,28.58,33.29,MODERATE
STU107430,25.56,30.93,52.3,19.0,70.1,32.1,36.37,MODERATE
STU107431,21.31,23.06,41.69,37.25,77.85,22.64,34.0,MODERATE
STU107432,12.87,33.69,45.04,38.5,56.95,34.23,34.9,MODERATE
STU107433,8.04,34.19,57.02,38.25,45.03,30.29,34.83,MODERATE
STU107434,33.43,41.18,51.85,46.0,78.12,40.99,46.16,MODERATE
STU107435,0.0,9.65,47.69,20.75,42.25,2.72,19.56,LOW
STU107436,24.14,40.1,54.68,52.25,64.08,33.87,43.42,MODERATE
STU107437,13.94,30.39,57.75,38.0,57.55,27.51,36.14,MODERATE
STU107438,55.25,51.27,70.88,69.5,100.0,52.51,63.72,HIGH
STU107439,20.95,30.28,53.68,31.25,62.93,27.04,36.18,MODERATE
STU107440,27.99,42.7,59.34,68.0,76.7,43.75,50.39,MODERATE
STU107441,39.26,48.39,59.41,48.25,100.0,43.24,53.39,MODERATE
STU107442,13.78,8.49,49.62,20.5,15.45,8.34,20.26,LOW
STU107443,17.81,26.8,52.1,30.5,77.55,25.88,35.6,MODERATE
STU107444,9.01,12.03,36.01,25.75,42.5,6.61,20.78,LOW
STU107445,0.98,30.35,45.75,42.75,30.7,22.78,28.69,LOW
STU107446,14.51,32.63,43.36,17.0,50.8,30.73,30.43,MODERATE
STU107447,30.03,33.14,80.27,62.0,78.55,44.54,51.95,MODERATE
STU107448,12.09,16.66,44.35,17.75,31.43,0.0,21.26,LOW
STU107449,16.88,31.93,64.76,20.75,32.28,27.63,33.41,MODERATE
STU107450,0.17,27.8,28.21,25.0,75.75,11.27,25.08,LOW
STU107451,31.53,23.54,62.09,48.25,88.05,28.78,43.53,MODERATE
STU107452,34.32,34.48,49.61,43.75,49.78,39.05,40.85,MODERATE
STU107453,21.81,31.3,43.99,27.25,51.05,29.1,33.09,MODERATE
STU107454,6.73,34.03,40.34,28.0,58.35,23.57,30.31,MODERATE
STU107455,11.49,29.32,53.02,21.5,79.28,27.18,34.1,MODERATE
STU107456,0.0,6.25,55.09,0.0,28.92,16.51,17.12,LOW
STU107457,39.54,42.78,62.64,57.0,67.65,55.34,51.98,MODERATE
STU107458,19.41,21.83,48.15,20.0,18.4,22.88,26.1,LOW
STU107459,30.01,34.39,58.81,45.25,71.55,29.21,43.22,MODERATE
STU107460,7.76,20.26,56.12,39.0,41.48,29.88,30.83,MODERATE
STU107461,25.91,31.66,59.46,42.5,94.4,36.53,44.46,MODERATE
STU107462,18.76,22.62,62.82,49.75,44.2,22.31,36.08,MODERATE
STU107463,19.18,26.48,47.78,44.0,53.08,19.73,33.89,MODERATE
STU107464,48.46,49.06,57.68,72.0,83.4,56.77,58.31,MODERATE
STU107465,21.65,9.22,34.91,12.0,21.57,0.0,17.57,LOW
STU107466,42.95,36.28,45.42,56.0,86.42,34.71,47.26,MODERATE
STU107467,19.35,30.09,51.15,52.0,63.98,38.65,39.69,MODERATE
STU107468,33.78,44.12,30.99,43.0,80.53,38.46,42.33,MODERATE
STU107469,29.31,50.18,52.76,59.5,68.82,49.01,49.67,MODERATE
STU107470,12.08,31.7,60.01,43.75,51.55,44.95,38.56,MODERATE
STU107471,38.78,32.03,58.92,53.5,67.42,36.63,45.98,MODERATE
STU107472,35.84,38.73,53.6,42.0,62.4,42.16,44.33,MODERATE
STU107473,24.07,19.4,74.06,35.5,56.15,26.82,38.1,MODERATE
STU107474,52.08,46.41,56.99,61.5,88.92,52.91,56.82,MODERATE
STU107475,24.72,30.99,67.74,52.75,43.6,35.55,42.07,MODERATE
STU107476,10.99,29.03,40.54,17.0,70.05,21.72,29.29,LOW
STU107477,56.83,48.88,50.1,51.25,94.32,47.6,55.49,MODERATE
STU107478,34.67,41.54,30.81,31.5,77.8,45.7,40.56,MODERATE
STU107479,16.8,28.77,61.31,37.75,43.65,39.16,36.76,MODERATE
STU107480,27.47,41.27,43.05,55.25,79.7,49.9,45.67,MODERATE
STU107481,18.3,21.81,46.46,27.5,29.0,13.55,26.78,LOW
STU107482,15.79,33.4,54.4,40.0,57.6,50.57,39.2,MODERATE
STU107483,52.49,45.56,47.16,59.0,66.05,44.85,51.26,MODERATE
STU107484,17.57,30.62,23.78,25.0,70.58,20.81,28.81,LOW
STU107485,10.33,22.1,43.09,27.75,53.97,18.81,27.65,LOW
STU107486,25.44,37.05,67.25,58.25,76.18,39.26,48.08,MODERATE
STU107487,39.41,32.02,29.01,31.75,61.2,22.97,34.87,MODERATE
STU107488,21.65,17.77,58.4,28.25,54.58,19.31,32.08,MODERATE
STU107489,24.58,43.07,44.79,65.5,82.5,42.65,46.98,MODERATE
STU107490,20.95,24.02,66.11,41.75,54.5,17.58,36.89,MODERATE
STU107491,34.54,34.76,37.74,55.5,73.7,22.79,41.12,MODERATE
STU107492,27.21,32.47,98.8,37.5,65.38,51.19,50.6,MODERATE
STU107493,19.72,26.11,63.62,30.5,58.05,31.54,36.73,MODERATE
STU107494,41.52,59.64,65.05,56.75,100.0,56.31,60.37,HIGH
STU107495,39.8,42.47,55.7,46.25,64.25,39.65,47.04,MODERATE
STU107496,17.25,28.29,43.05,36.25,45.53,23.99,31.52,MODERATE
STU107497,17.28,27.34,59.91,23.75,47.1,26.77,33.22,MODERATE
STU107498,20.76,37.24,52.09,35.5,68.45,45.24,40.57,MODERATE
STU107499,36.23,43.2,46.11,53.25,86.6,35.24,47.44,MODERATE
STU107500,6.71,20.05,57.54,27.0,57.1,23.58,29.98,LOW
STU107501,26.31,34.45,45.31,45.75,65.4,21.05,38.44,MODERATE
STU107502,14.5,18.06,44.39,40.75,54.55,13.79,29.24,LOW
STU107503,16.79,22.69,59.09,13.5,67.35,27.08,32.32,MODERATE
STU107504,22.13,34.01,41.46,47.75,90.25,28.89,40.3,MODERATE
STU107505,4.8,28.74,40.55,21.5,53.35,38.66,28.68,LOW
STU107506,21.65,38.97,59.02,58.25,74.88,54.38,47.54,MODERATE
STU107507,5.98,13.06,42.55,16.25,40.77,6.93,20.18,LOW
STU107508,1.82,15.96,48.51,31.5,47.8,16.68,25.23,LOW
STU107509,0.0,21.06,43.45,9.75,49.9,28.87,23.29,LOW
STU107510,32.24,29.13,44.35,24.0,63.82,21.07,34.69,MODERATE
STU107511,0.0,6.34,61.14,0.75,4.7,16.68,16.06,LOW
STU107512,22.96,29.54,29.44,34.5,62.3,21.61,31.43,MODERATE
STU107513,17.57,28.47,44.31,36.25,78.25,33.7,36.13,MODERATE
STU107514,30.85,27.43,62.78,38.25,71.38,32.13,41.67,MODERATE
STU107515,35.66,48.01,44.22,48.0,56.85,51.91,46.05,MODERATE
STU107516,3.91,8.28,37.58,20.5,25.15,6.63,16.62,LOW
STU107517,36.63,35.54,44.9,37.0,59.35,28.87,39.56,MODERATE
STU107518,0.0,24.71,63.26,34.0,39.92,24.8,30.4,MODERATE
STU107519,20.44,15.24,78.3,9.75,36.2,24.22,31.06,MODERATE
STU107520,10.46,25.09,42.39,33.75,56.42,15.82,29.13,LOW
STU107521,49.73,36.2,63.98,52.75,62.05,43.35,50.24,MODERATE
STU107522,28.13,33.72,72.97,38.5,56.3,37.92,43.85,MODERATE
STU107523,50.29,67.74,66.31,67.25,92.1,62.92,65.84,HIGH
STU107524,17.7,30.35,63.25,54.25,71.72,36.86,42.77,MODERATE
STU107525,13.21,17.95,51.15,31.75,54.52,14.7,29.04,LOW
STU107526,26.78,34.04,34.67,59.5,74.08,29.47,40.08,MODERATE
STU107527,24.54,30.5,48.44,50.75,58.9,39.98,39.72,MODERATE
STU107528,17.97,41.49,59.42,46.75,63.18,41.41,43.32,MODERATE
STU107529,0.0,16.17,47.26,19.75,39.38,16.58,22.05,LOW
STU107530,32.98,25.59,37.3,45.0,56.12,32.06,36.02,MODERATE
STU107531,1.31,19.36,65.86,19.0,52.28,28.87,29.24,LOW
STU107532,46.4,35.66,73.9,33.25,60.05,41.53,48.12,MODERATE
STU107533,30.33,23.52,44.81,16.75,66.0,23.09,32.33,MODERATE
STU107534,32.83,33.24,56.14,51.0,74.63,35.85,44.8,MODERATE
STU107535,0.0,6.14,46.14,2.75,41.82,5.25,15.88,LOW
STU107536,23.69,20.23,44.7,31.75,58.8,12.58,30.64,MODERATE
STU107537,0.0,7.54,43.15,26.0,31.43,9.6,18.52,LOW
STU107538,24.64,30.45,32.4,49.75,86.2,13.83,36.49,MODERATE
STU107539,9.03,15.79,39.96,45.0,61.95,15.5,28.24,LOW
STU107540,36.54,30.64,73.56,33.25,63.25,37.39,44.73,MODERATE
STU107541,17.93,17.57,28.9,36.5,39.78,6.33,23.84,LOW
STU107542,37.6,41.02,17.94,51.5,71.82,25.13,38.78,MODERATE
STU107543,14.07,28.32,42.01,10.75,44.78,33.73,27.76,LOW
STU107544,36.48,41.07,56.38,37.0,81.0,47.1,47.2,MODERATE
STU107545,15.3,21.19,33.2,41.0,63.08,18.98,29.35,LOW
STU107546,32.82,43.23,51.9,65.25,86.68,39.33,50.14,MODERATE
STU107547,21.65,33.9,40.4,27.25,53.85,37.07,34.06,MODERATE
STU107548,7.47,12.46,52.8,32.5,25.9,25.67,25.2,LOW
STU107549,24.53,24.34,51.72,22.0,60.05,20.97,32.74,MODERATE
STU107550,46.77,37.93,51.65,29.0,84.32,43.02,46.25,MODERATE
STU107551,54.0,54.63,51.0,55.25,90.6,43.37,56.34,MODERATE
STU107552,24.64,27.8,47.44,21.0,58.35,18.87,32.24,MODERATE
STU107553,2.23,11.18,55.92,8.5,46.05,4.6,20.76,LOW
STU107554,18.47,53.42,69.21,54.5,78.53,57.09,52.63,MODERATE
STU107555,21.65,17.48,23.29,8.75,40.92,0.0,18.76,LOW
STU107556,22.75,26.94,52.11,46.0,53.52,24.35,36.39,MODERATE
STU107557,37.81,47.57,70.55,50.75,73.45,52.75,53.8,MODERATE
STU107558,47.36,50.08,62.35,66.5,89.48,46.06,57.99,MODERATE
STU107559,4.42,23.22,50.28,21.75,30.15,15.03,24.53,LOW
STU107560,12.7,31.54,50.29,26.0,61.9,25.47,33.12,MODERATE
STU107561,3.74,17.4,49.0,23.25,48.98,11.62,24.45,LOW
STU107562,19.63,39.01,39.1,58.75,71.9,41.84,41.68,MODERATE
STU107563,11.66,26.48,58.28,37.5,72.28,28.87,36.35,MODERATE
STU107564,21.56,23.52,41.36,45.25,54.6,25.81,33.29,MODERATE
STU107565,24.87,35.26,38.26,38.0,61.48,20.22,35.31,MODERATE
STU107566,30.05,30.28,23.81,50.25,73.28,13.35,34.54,MODERATE
STU107567,27.4,41.92,23.85,49.5,74.3,28.87,38.47,MODERATE
STU107568,20.72,32.65,46.66,30.5,70.8,24.58,35.75,MODERATE
STU107569,20.92,32.02,55.06,28.25,45.08,42.41,36.19,MODERATE
STU107570,20.68,28.76,54.55,37.0,61.5,30.14,36.95,MODERATE
STU107571,17.07,25.62,47.5,36.75,40.52,28.87,31.77,MODERATE
STU107572,40.96,39.55,78.32,42.25,80.65,38.39,51.98,MODERATE
STU107573,56.52,46.91,50.74,64.0,92.32,59.75,57.99,MODERATE
STU107574,6.48,21.19,40.11,6.75,43.18,20.43,21.99,LOW
STU107575,32.68,46.89,62.64,50.5,70.25,49.24,50.31,MODERATE
STU107576,27.53,37.32,43.89,41.0,66.45,37.01,40.11,MODERATE
STU107577,22.26,39.73,52.84,49.0,74.05,38.83,43.59,MODERATE
STU107578,36.51,38.02,38.54,43.25,85.58,40.94,43.65,MODERATE
STU107579,45.19,43.34,61.99,37.0,91.93,43.37,51.35,MODERATE
STU107580,40.68,42.23,60.68,47.75,74.88,53.4,50.82,MODERATE
STU107581,6.02,24.71,46.32,18.25,52.55,16.29,26.27,LOW
STU107582,17.2,28.86,32.29,36.75,84.3,16.23,32.68,MODERATE
STU107583,5.31,25.71,68.23,21.0,47.2,40.21,33.03,MODERATE
STU107584,15.29,36.31,21.39,60.5,65.92,24.33,34.51,MODERATE
STU107585,14.56,19.64,40.76,9.25,56.22,13.94,24.38,LOW
STU107586,33.79,30.84,29.15,40.75,81.58,31.07,37.68,MODERATE
STU107587,61.67,50.75,60.44,66.25,100.0,50.4,62.09,HIGH
STU107588,26.98,30.54,55.08,25.75,74.3,28.87,38.23,MODERATE
STU107589,15.39,19.84,54.52,26.75,55.22,13.4,29.82,LOW
STU107590,45.2,42.02,44.01,54.5,73.12,32.98,47.13,MODERATE
STU107591,16.23,14.3,46.08,43.75,33.03,0.0,25.9,LOW
STU107592,32.87,34.9,50.96,32.25,69.32,43.39,41.6,MODERATE
STU107593,6.8,15.27,53.42,31.0,36.85,7.12,24.91,LOW
STU107594,6.8,6.61,58.45,21.0,34.92,12.33,22.58,LOW
STU107595,20.54,32.73,63.92,41.75,73.35,32.24,41.9,MODERATE
STU107596,9.81,30.56,43.99,27.5,44.15,21.92,29.13,LOW
STU107597,37.72,36.07,72.23,43.0,68.08,33.05,47.57,MODERATE
STU107598,0.0,14.09,25.48,11.5,57.4,0.0,16.08,LOW
STU107599,14.12,31.11,51.97,35.5,53.7,31.54,34.84,MODERATE
STU107600,0.0,6.94,32.65,21.75,50.2,0.0,16.55,LOW
STU107601,10.91,17.74,56.64,26.0,59.38,20.63,29.85,LOW
STU107602,35.15,36.38,45.66,36.0,78.25,37.28,42.21,MODERATE
STU107603,28.99,38.18,69.03,50.75,64.7,43.78,47.61,MODERATE
STU107604,32.95,31.07,53.48,37.0,49.65,37.31,39.3,MODERATE
STU107605,50.68,55.3,30.6,62.25,97.17,57.65,54.9,MODERATE
STU107606,27.47,30.92,59.32,39.5,74.57,23.93,40.86,MODERATE
STU107607,25.0,31.72,69.32,26.0,59.82,33.14,39.99,MODERATE
STU107608,12.81,28.02,39.78,37.25,68.5,19.42,31.9,MODERATE
STU107609,0.0,6.11,51.45,16.0,32.58,7.73,18.25,LOW
STU107610,24.83,22.14,73.14,38.25,54.9,38.32,40.19,MODERATE
STU107611,35.91,53.76,34.91,69.75,100.0,45.45,52.61,MODERATE
STU107612,30.83,37.04,49.44,64.0,79.98,32.84,46.2,MODERATE
STU107613,29.31,33.49,63.84,33.0,57.3,42.17,41.9,MODERATE
STU107614,21.65,25.06,42.42,31.75,44.47,33.31,31.62,MODERATE
STU107615,1.58,10.37,48.79,17.25,53.25,19.76,22.56,LOW
STU107616,17.17,21.28,54.3,26.0,49.97,30.55,31.57,MODERATE
STU107617,19.16,19.04,48.31,33.75,31.62,28.87,29.37,LOW
