student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU109036,26,Female,83.38,13.07,63.41,77.4,92.92,83.75,3.24,81.47,79.37,17.93,16.62,6.07,80.9,High,High
STU109037,27,Male,90.34,18.89,64.67,86.69,83.47,59.85,2.48,75.91,73.67,-4.02,9.66,3.9,76.34,Medium,High
STU109038,30,Female,77.18,14.49,64.44,60.33,59.68,62.22,2.22,48.18,61.67,-1.43,22.82,4.26,65.09,Medium,Medium
STU109039,21,Male,73.49,10.7,74.05,69.72,61.94,73.35,2.41,64.36,69.76,-4.24,26.51,6.52,68.98,Medium,Medium
STU109040,27,Female,94.59,22.5,74.26,78.21,78.59,76.46,3.21,82.73,76.88,1.29,5.41,3.42,82.87,High,High
STU109041,19,Female,87.83,15.07,63.99,78.89,74.43,72.64,2.7,76.32,72.49,2.09,12.17,4.81,76.09,Medium,High
STU109042,25,Female,92.44,18.67,88.33,87.37,77.29,73.07,3.07,63.71,81.52,-12.67,7.56,4.37,83.84,High,High
STU109043,23,Female,72.08,6.45,53.69,62.27,53.56,77.65,2.06,56.11,61.79,7.62,27.92,9.58,62.82,Medium,Medium
STU109044,30,Female,90.05,15.04,47.04,75.15,44.67,82.25,1.93,49.3,62.28,2.37,9.95,4.14,67.81,Low,Medium
STU109045,28,Male,84.59,17.08,55.22,70.0,70.63,43.07,2.01,60.53,59.73,-5.76,15.41,3.5,65.29,Medium,Medium
STU109046,30,Female,83.84,20.58,73.15,71.26,67.37,83.06,2.37,55.8,73.71,3.01,16.16,3.58,73.86,Medium,High
STU109047,29,Female,51.96,15.93,55.02,71.02,56.82,53.17,1.83,48.42,59.01,-8.02,48.04,3.7,54.24,Low,Medium
STU109048,23,Male,97.22,29.26,95.05,67.39,89.34,84.83,3.27,86.6,84.15,5.87,2.78,2.88,87.59,High,High
STU109049,27,Male,78.35,21.13,81.91,85.54,79.74,76.06,2.44,74.19,80.81,-5.82,21.65,3.82,76.11,Medium,High
STU109050,18,Male,100.0,21.99,71.85,94.04,86.81,81.69,2.52,96.92,83.6,1.31,0.0,3.8,84.4,Medium,High
STU109051,25,Female,77.46,20.41,84.75,82.08,84.05,69.61,2.85,74.23,80.12,-6.58,22.54,3.93,77.55,Medium,High
STU109052,18,Female,83.89,7.86,64.66,61.57,54.84,79.15,1.86,59.02,65.06,3.88,16.11,8.28,67.0,Low,Medium
STU109053,27,Female,95.23,22.68,79.54,72.61,92.83,94.28,2.71,73.32,84.82,17.48,4.77,3.74,84.53,Medium,High
STU109054,30,Male,75.17,8.96,83.26,70.18,82.77,80.07,3.2,70.06,79.07,4.7,24.83,8.82,78.09,High,High
STU109055,26,Male,77.92,8.24,57.07,51.39,60.55,49.08,2.14,61.85,54.52,0.58,22.08,6.62,61.34,Medium,Medium
STU109056,28,Female,54.98,0.0,56.56,45.82,41.19,48.13,1.02,34.83,47.92,-6.53,45.02,47.92,45.55,Low,Low
STU109057,21,Male,49.15,2.61,35.64,40.92,46.64,49.33,1.43,41.71,43.13,9.7,50.85,16.52,43.46,Low,Low
STU109058,30,Male,81.87,8.87,86.62,65.71,71.18,86.44,2.46,68.32,77.49,2.65,18.13,8.74,75.61,Medium,High
STU109059,25,Male,99.8,24.38,89.52,76.77,100.0,75.91,3.21,92.49,85.55,4.81,0.2,3.51,88.76,High,High
STU109060,26,Male,56.04,9.53,61.9,65.66,39.88,40.62,1.8,29.22,52.02,-23.53,43.96,5.46,51.82,Low,Medium
STU109061,28,Male,73.77,10.12,73.88,59.64,62.65,61.7,2.91,59.68,64.47,-4.58,26.23,6.37,68.92,Medium,Medium
STU109062,26,Female,71.17,15.04,64.4,70.04,54.21,73.19,2.25,60.42,65.46,-3.52,28.83,4.35,65.33,Medium,Medium
STU109063,22,Male,100.0,27.62,100.0,90.35,85.78,82.13,2.86,80.8,89.56,-11.22,0.0,3.24,89.08,Medium,High
STU109064,25,Male,100.0,28.32,88.56,98.81,95.78,91.7,3.66,66.47,93.71,0.06,0.0,3.31,95.15,High,High
STU109065,26,Female,69.49,24.29,67.29,72.09,88.19,81.86,3.32,79.5,77.36,15.34,30.51,3.18,76.13,High,High
STU109066,29,Female,85.2,16.96,82.44,87.75,83.73,66.07,2.89,64.83,80.0,-10.19,14.8,4.72,80.01,Medium,High
STU109067,24,Female,80.87,22.91,68.47,85.88,69.04,78.74,2.78,71.12,75.53,-3.28,19.13,3.3,75.93,Medium,High
STU109068,24,Female,52.28,8.62,53.67,67.58,49.27,59.76,1.75,54.44,57.57,-6.11,47.72,6.68,53.22,Low,Medium
STU109069,24,Female,95.83,11.25,81.49,71.24,88.07,83.76,3.05,77.15,81.14,9.55,4.17,7.21,84.57,High,High
STU109070,19,Female,72.19,9.32,68.25,50.15,49.75,56.72,1.88,58.25,56.22,-5.97,27.81,6.03,59.17,Low,Medium
STU109071,19,Female,68.21,13.54,69.8,64.08,67.15,82.81,1.88,70.22,70.96,8.04,31.79,5.24,65.34,Low,High
STU109072,18,Male,81.52,19.38,75.38,83.79,85.88,77.91,2.83,84.42,80.74,2.31,18.48,4.17,78.98,Medium,High
STU109073,26,Female,78.15,24.36,69.93,76.32,66.94,79.06,2.52,58.09,73.06,-0.12,21.85,3.0,72.58,Medium,High
STU109074,23,Male,80.64,28.04,77.26,76.11,72.35,92.2,3.24,76.86,79.48,5.59,19.36,2.83,80.13,High,High
STU109075,29,Male,91.65,18.98,84.35,86.53,86.34,61.09,2.95,82.11,79.58,-11.72,8.35,4.19,82.04,Medium,High
STU109076,27,Male,57.48,7.63,48.47,48.47,69.59,66.74,1.52,53.33,58.32,19.69,42.52,7.64,54.0,Low,Medium
STU109077,19,Male,54.3,5.65,40.98,42.93,36.76,38.79,1.43,25.63,39.86,-4.18,45.7,7.05,43.37,Low,Low
STU109078,19,Male,94.67,15.04,74.04,83.03,76.93,78.84,2.81,84.11,78.21,-0.65,5.33,5.2,81.56,Medium,High
STU109079,22,Female,86.18,16.72,67.61,98.37,89.98,92.8,3.07,90.84,87.19,8.4,13.82,5.21,84.8,High,High
STU109080,29,Male,81.64,11.78,84.29,80.72,94.9,69.45,2.79,88.79,82.34,-0.33,18.36,6.99,79.61,Medium,High
STU109081,18,Male,92.95,19.99,82.63,85.08,64.47,74.25,2.28,51.03,76.61,-14.49,7.05,3.83,77.59,Medium,High
STU109082,20,Male,71.94,22.89,69.93,83.5,66.95,88.13,3.05,70.43,77.13,0.82,28.06,3.37,75.4,High,High
STU109083,18,Male,91.1,18.82,86.83,97.46,86.68,81.31,2.56,77.93,88.07,-8.15,8.9,4.68,84.16,Medium,High
STU109084,23,Female,64.92,19.75,69.26,75.47,72.46,58.64,1.97,57.03,68.96,-6.82,35.08,3.49,63.81,Low,Medium
STU109085,30,Male,100.0,28.2,70.43,66.75,70.2,91.61,2.75,77.87,74.75,12.31,0.0,2.65,81.12,Medium,High
STU109086,26,Male,80.38,20.33,59.2,73.58,60.99,70.58,2.8,68.23,66.09,-0.61,19.62,3.25,71.16,Medium,Medium
STU109087,24,Male,87.2,23.89,73.36,76.33,59.6,59.45,2.02,56.88,67.18,-15.32,12.8,2.81,69.85,Medium,Medium
STU109088,19,Male,73.57,16.12,80.63,78.39,66.7,71.72,2.44,76.2,74.36,-10.3,26.43,4.61,71.45,Medium,High
STU109089,22,Male,69.8,3.17,68.45,45.25,54.5,64.96,2.06,41.43,58.29,2.88,30.2,18.39,60.38,Medium,Medium
STU109090,24,Male,78.35,8.93,59.55,47.02,68.42,59.61,2.54,64.44,58.65,10.73,21.65,6.57,65.53,Medium,Medium
STU109091,21,Female,85.84,27.83,98.79,93.94,100.0,78.8,4.0,66.47,92.88,-6.97,14.16,3.34,92.19,High,High
STU109092,27,Female,68.47,6.5,61.36,42.37,56.08,49.18,1.91,52.56,52.25,0.77,31.53,8.04,56.22,Low,Medium
STU109093,30,Female,87.35,15.32,69.21,81.22,87.59,68.61,2.87,79.89,76.66,2.88,12.65,5.0,78.88,Medium,High
STU109094,20,Male,0.0,12.7,86.35,77.76,84.46,79.76,2.76,86.1,82.08,0.05,100.0,6.46,54.84,Medium,High
STU109095,21,Female,82.17,18.25,72.97,88.99,54.26,80.84,2.44,55.98,74.26,-13.43,17.83,4.07,73.98,Medium,High
STU109096,19,Female,86.86,27.17,83.63,81.45,87.7,65.2,2.93,80.08,79.49,-6.09,13.14,2.93,80.45,Medium,High
STU109097,24,Male,93.0,28.88,65.83,80.98,80.46,69.27,2.11,57.82,74.13,1.46,7.0,2.57,75.52,Medium,High
STU109098,24,Female,64.25,11.02,58.38,65.98,76.54,42.96,2.05,68.0,60.97,-2.43,35.75,5.53,60.01,Medium,Medium
STU109099,21,Female,85.86,17.36,84.89,76.83,77.25,75.98,2.93,80.02,78.74,-4.24,14.14,4.54,79.78,Medium,High
STU109100,20,Male,74.19,11.55,63.92,65.08,79.09,78.82,1.93,70.12,71.73,14.45,25.81,6.21,67.77,Low,High
STU109101,18,Male,76.43,32.25,87.67,88.85,71.83,97.67,3.53,79.19,86.5,-3.51,23.57,2.68,83.83,High,High
STU109102,24,Female,80.31,24.3,66.93,51.04,68.9,72.81,2.11,61.7,64.92,11.87,19.69,2.67,67.1,Medium,Medium
STU109103,26,Female,70.29,9.6,66.58,73.33,39.6,60.57,2.18,39.34,60.02,-19.87,29.71,6.25,62.0,Medium,Medium
STU109104,21,Female,63.26,23.07,65.66,85.04,68.98,70.88,3.14,64.77,72.64,-5.42,36.74,3.15,71.0,High,High
STU109105,24,Male,72.3,10.26,65.89,68.31,58.41,58.67,1.96,50.25,62.82,-8.56,27.7,6.12,62.9,Low,Medium
STU109106,24,Female,81.78,12.87,65.65,73.73,70.85,73.56,2.29,69.45,70.95,2.52,18.22,5.51,71.46,Medium,High
STU109107,26,Male,75.93,12.87,67.8,66.11,74.54,65.16,1.89,75.23,68.4,2.89,24.07,5.31,66.43,Low,Medium
STU109108,22,Male,73.85,18.55,77.91,49.57,82.87,62.41,2.22,65.7,68.19,8.9,26.15,3.68,67.35,Medium,Medium
STU109109,21,Female,64.64,13.57,66.71,48.05,54.15,52.0,2.41,55.95,55.23,-4.3,35.36,4.07,59.06,Medium,Medium
STU109110,20,Female,100.0,27.08,93.71,91.32,100.0,99.6,3.7,94.69,96.16,7.29,0.0,3.55,96.58,High,High
STU109111,27,Male,86.02,20.24,80.81,73.23,76.39,77.42,2.38,72.4,76.96,-0.12,13.98,3.8,76.19,Medium,High
STU109112,29,Male,73.26,15.98,72.23,68.94,66.5,88.74,1.61,64.03,74.1,7.03,26.74,4.64,67.08,Low,High
STU109113,28,Male,55.99,9.82,56.71,57.83,68.94,68.8,2.24,72.66,63.07,11.6,44.01,6.42,59.53,Medium,Medium
STU109114,24,Male,84.07,14.09,73.49,62.21,70.31,74.15,2.49,68.38,70.04,4.38,15.93,4.97,72.69,Medium,High
STU109115,27,Male,70.85,5.61,75.26,56.07,70.66,78.59,1.96,71.69,70.15,8.96,29.15,12.5,66.13,Low,High
STU109116,23,Female,72.07,0.21,70.12,56.45,40.12,72.16,2.52,46.99,59.71,-7.15,27.93,59.71,64.08,Medium,Medium
STU109117,24,Male,74.87,11.53,67.11,53.93,69.1,63.94,1.85,73.96,63.52,6.0,25.13,5.51,63.47,Low,Medium
STU109118,22,Female,69.7,13.87,68.92,71.27,64.34,85.94,1.9,74.75,72.62,5.05,30.3,5.24,66.72,Low,High
STU109119,27,Male,78.35,18.8,71.52,81.44,87.79,69.62,2.37,79.48,77.59,2.23,21.65,4.13,74.15,Medium,High
STU109120,26,Male,78.85,13.77,84.93,52.15,46.53,49.32,1.92,51.45,58.23,-20.62,21.15,4.23,62.37,Low,Medium
STU109121,30,Male,75.62,13.64,65.9,86.84,68.19,60.39,2.12,67.76,70.33,-12.08,24.38,5.16,68.45,Medium,High
STU109122,30,Male,83.5,2.81,79.61,57.65,74.88,60.47,2.36,62.76,68.15,-0.95,16.5,24.25,70.92,Medium,Medium
STU109123,21,Female,82.99,12.83,68.19,61.1,55.13,78.22,2.29,66.47,65.66,2.03,17.01,5.12,69.18,Medium,Medium
STU109124,18,Female,75.37,8.43,82.3,70.31,71.56,75.15,2.3,84.3,74.83,-2.95,24.63,8.88,71.53,Medium,High
STU109125,21,Female,98.16,32.72,100.0,94.57,90.2,94.66,3.41,93.97,94.86,-4.85,1.84,2.9,93.93,High,High
STU109126,29,Male,92.96,27.5,87.3,68.09,80.05,84.13,3.18,76.97,79.89,4.4,7.04,2.91,83.73,High,High
STU109127,28,Female,100.0,26.91,91.64,94.34,100.0,100.0,3.53,85.31,96.5,7.01,0.0,3.59,95.9,High,High
STU109128,19,Female,59.98,15.68,64.24,64.32,42.12,63.19,2.39,43.68,58.47,-11.62,40.02,3.73,59.18,Medium,Medium
STU109129,20,Male,100.0,30.12,92.43,70.31,91.4,71.13,3.13,79.72,81.32,-0.11,0.0,2.7,86.31,High,High
STU109130,25,Female,83.96,16.91,85.07,73.32,50.0,84.02,2.74,59.84,73.1,-12.19,16.04,4.32,75.44,Medium,High
STU109131,26,Female,80.83,20.19,93.89,85.39,89.51,82.43,3.33,74.77,87.8,-3.67,19.17,4.35,84.8,High,High
STU109132,30,Female,74.77,11.1,87.37,66.06,69.57,88.13,2.75,61.26,77.78,2.13,25.23,7.01,75.07,Medium,High
STU109133,27,Female,77.44,11.17,64.3,71.51,46.58,63.71,2.29,51.79,61.52,-12.76,22.56,5.51,65.44,Medium,Medium
STU109134,20,Female,100.0,14.33,74.35,72.09,75.46,80.02,2.78,64.93,75.48,4.52,0.0,5.27,81.64,Medium,High
STU109135,18,Male,81.46,12.88,69.4,90.7,61.78,91.99,2.53,67.33,78.47,-3.17,18.54,6.09,76.32,Medium,High
STU109136,26,Female,59.42,0.73,55.23,60.48,56.28,48.33,1.29,60.05,55.08,-5.55,40.58,55.08,51.82,Low,Medium
STU109137,25,Female,71.67,4.45,78.9,58.41,76.69,78.23,2.33,72.05,73.06,8.81,28.33,16.42,69.68,Medium,High
STU109138,29,Male,90.36,25.13,75.96,92.22,67.4,66.08,3.09,73.44,75.42,-17.35,9.64,3.0,80.27,High,High
STU109139,25,Female,76.33,17.76,73.15,77.15,76.84,80.4,2.33,76.99,76.89,3.47,23.67,4.33,72.99,Medium,High
STU109140,24,Female,81.56,23.62,82.7,80.65,67.4,69.97,2.71,53.92,75.18,-12.99,18.44,3.18,75.61,Medium,High
STU109141,21,Male,88.58,14.5,61.72,60.04,56.26,71.53,2.06,46.05,62.39,3.02,11.42,4.3,68.07,Medium,Medium
STU109142,19,Female,81.93,19.03,72.97,69.51,91.16,63.52,3.25,81.12,74.29,6.1,18.07,3.9,77.97,High,High
STU109143,29,Female,64.33,18.39,80.95,66.12,63.02,79.06,2.7,70.31,72.29,-2.49,35.67,3.93,68.94,Medium,High
STU109144,28,Female,80.7,14.53,70.2,58.26,80.29,68.32,2.65,74.44,69.27,10.08,19.3,4.77,72.1,Medium,Medium
STU109145,20,Female,78.88,17.45,58.78,43.87,77.63,67.84,2.48,69.89,62.03,21.41,21.12,3.55,67.08,Medium,Medium
STU109146,27,Male,94.38,17.94,82.27,73.94,76.15,81.37,2.77,66.47,78.43,0.66,5.62,4.37,81.38,Medium,High
STU109147,22,Female,80.73,16.97,79.42,67.44,75.14,73.45,3.15,76.78,73.86,0.86,19.27,4.35,76.9,High,High
STU109148,23,Female,78.35,15.07,96.93,61.74,66.27,67.31,2.68,70.79,73.06,-12.55,21.65,4.85,73.44,Medium,High
STU109149,29,Female,95.47,37.39,100.0,98.97,93.49,83.29,3.51,87.87,93.94,-11.1,4.53,2.51,93.16,High,High
STU109150,28,Male,82.17,14.68,100.0,77.7,80.46,81.91,2.31,69.54,85.02,-7.66,17.83,5.79,78.71,Medium,High
STU109151,20,Male,89.47,28.64,74.79,77.65,82.08,72.98,2.96,68.82,76.88,1.31,10.53,2.68,80.08,Medium,High
STU109152,21,Female,76.81,9.82,87.15,69.79,75.25,72.05,2.02,59.76,76.06,-4.82,23.19,7.75,71.17,Medium,High
STU109153,28,Male,83.48,13.38,82.49,68.39,57.01,58.23,2.52,52.92,66.53,-17.82,16.52,4.97,70.91,Medium,Medium
STU109154,29,Male,72.66,7.74,61.5,50.89,46.29,56.94,1.77,50.14,53.9,-4.58,27.34,6.96,57.6,Low,Medium
STU109155,30,Female,91.03,15.04,70.98,47.21,67.49,56.39,2.48,73.37,60.52,2.84,8.97,4.02,69.97,Medium,Medium
STU109156,24,Female,39.73,0.0,51.27,51.94,36.91,54.07,0.68,29.93,48.55,-6.12,60.27,48.55,39.59,Low,Low
STU109157,24,Female,73.9,19.15,71.81,71.87,84.38,80.02,2.88,68.42,77.02,10.36,26.1,4.02,75.08,Medium,High
STU109158,25,Female,82.4,15.21,64.92,76.23,70.19,73.58,2.87,72.57,71.23,1.31,17.6,4.68,74.68,Medium,High
STU109159,18,Female,78.71,8.87,56.98,69.23,69.59,70.19,2.52,64.23,66.5,6.78,21.29,7.5,69.46,Medium,Medium
STU109160,26,Male,77.46,18.93,57.66,54.61,57.72,80.55,3.04,66.47,62.64,13.0,22.54,3.31,69.76,High,Medium
STU109161,26,Female,65.76,7.39,61.31,49.09,61.48,53.2,1.93,60.21,56.27,2.14,34.24,7.61,57.51,Low,Medium
STU109162,26,Female,100.0,24.97,92.34,85.55,81.35,96.92,3.55,90.59,89.04,0.19,0.0,3.57,92.27,High,High
STU109163,28,Female,72.21,18.44,59.84,64.28,61.9,61.09,2.42,52.01,61.78,-0.56,27.79,3.35,64.65,Medium,Medium
STU109164,30,Male,72.79,16.9,66.6,47.93,57.09,60.73,1.86,52.82,58.09,1.64,27.21,3.44,60.18,Low,Medium
STU109165,29,Male,88.68,6.84,81.73,79.41,69.28,63.77,2.67,73.38,73.55,-14.04,11.32,10.75,76.73,Medium,High
STU109166,27,Female,80.09,15.13,76.26,76.94,58.43,84.35,2.78,62.22,74.0,-5.21,19.91,4.89,74.93,Medium,High
STU109167,30,Female,79.79,4.47,74.38,62.1,68.28,64.53,3.75,54.09,67.32,-1.83,20.21,15.06,76.35,High,Medium
STU109168,26,Female,66.29,25.85,69.33,74.95,71.72,69.29,2.68,66.47,71.32,-1.64,33.71,2.76,68.95,Medium,High
STU109169,26,Female,70.18,15.72,83.85,75.18,54.68,63.78,2.58,52.35,69.37,-20.28,29.82,4.41,68.64,Medium,Medium
STU109170,25,Female,97.61,27.94,91.53,89.13,87.28,82.91,3.34,88.63,87.71,-5.24,2.39,3.14,89.84,High,High
STU109171,27,Male,70.53,14.68,65.31,70.07,76.05,66.37,2.9,72.7,69.45,3.52,29.47,4.73,70.38,Medium,Medium
STU109172,18,Female,81.68,13.02,88.23,67.94,64.17,62.87,2.45,61.25,70.8,-14.57,18.32,5.44,72.15,Medium,High
STU109173,24,Female,79.2,25.61,72.07,87.9,74.94,64.86,3.19,82.55,74.94,-10.08,20.8,2.93,77.18,High,High
STU109174,23,Female,90.47,17.74,72.33,56.01,79.4,68.91,2.46,70.51,69.16,9.98,9.53,3.9,74.02,Medium,Medium
STU109175,29,Male,79.65,25.8,99.19,60.77,94.87,68.59,2.35,76.64,80.86,1.75,20.35,3.13,76.08,Medium,High
STU109176,18,Female,91.44,11.73,78.03,67.7,83.09,92.26,2.74,96.53,80.27,14.81,8.56,6.84,81.27,Medium,High
STU109177,26,Female,83.39,17.45,70.6,76.39,80.76,66.59,3.01,63.01,73.59,0.18,16.61,4.22,76.86,High,High
STU109178,20,Male,70.64,14.9,70.5,64.05,74.55,59.88,2.23,66.56,67.24,-0.06,29.36,4.51,65.96,Medium,Medium
STU109179,29,Male,71.26,11.49,65.16,62.55,59.07,65.94,2.04,62.3,63.18,-1.35,28.74,5.5,63.17,Medium,Medium
STU109180,29,Male,91.23,22.54,83.17,82.68,72.46,71.02,3.29,78.37,77.33,-11.19,8.77,3.43,82.48,High,High
STU109181,21,Female,95.53,17.41,82.75,87.02,90.1,84.59,3.23,98.69,86.12,2.46,4.47,4.95,87.87,High,High
STU109182,29,Female,61.66,3.74,49.17,54.58,41.2,65.64,1.8,47.4,52.65,1.55,38.34,14.08,53.82,Low,Medium
STU109183,24,Male,77.0,17.78,63.34,70.31,62.88,78.1,2.34,57.81,68.66,3.66,23.0,3.86,69.13,Medium,Medium
STU109184,30,Female,91.47,4.59,60.49,77.06,72.13,66.32,2.19,68.47,69.0,0.45,8.53,15.03,72.89,Medium,Medium
STU109185,27,Male,75.2,15.87,92.47,76.74,76.79,78.35,3.48,76.29,81.09,-7.03,24.8,5.11,80.51,High,High
STU109186,18,Male,71.34,16.67,63.44,76.55,62.71,81.46,2.55,74.84,71.04,2.09,28.66,4.26,69.67,Medium,High
STU109187,20,Male,100.0,31.08,100.0,100.0,100.0,100.0,4.0,100.0,100.0,0.0,0.0,3.22,100.0,High,High
STU109188,23,Female,83.2,14.34,81.62,54.64,52.29,67.98,2.24,54.84,64.13,-7.99,16.8,4.47,68.22,Medium,Medium
STU109189,20,Female,89.07,23.78,93.51,70.52,90.03,90.62,3.13,82.27,86.17,8.31,10.93,3.62,85.46,High,High
STU109190,19,Male,83.6,20.87,100.0,99.91,83.56,82.15,3.01,81.2,91.4,-17.1,16.4,4.38,85.83,High,High
STU109191,30,Female,94.58,14.38,72.26,84.06,72.19,86.14,2.8,77.53,78.66,1.0,5.42,5.47,81.7,Medium,High
STU109192,29,Female,70.07,21.61,78.04,74.44,72.63,77.64,2.34,59.73,75.69,-1.11,29.93,3.5,70.57,Medium,High
STU109193,23,Female,75.21,17.49,72.23,81.03,72.58,68.35,2.99,60.64,73.55,-6.16,24.79,4.21,74.29,Medium,High
STU109194,20,Female,78.89,16.3,80.61,62.14,56.31,65.7,2.47,62.01,66.19,-10.37,21.11,4.06,69.11,Medium,Medium
STU109195,20,Female,83.02,22.07,91.52,91.55,70.27,98.05,3.05,67.07,87.85,-7.38,16.98,3.98,84.08,High,High
STU109196,29,Male,74.92,5.23,52.32,63.68,56.64,56.81,2.0,45.82,57.36,-1.27,25.08,10.97,61.16,Low,Medium
STU109197,22,Male,76.24,11.21,76.31,63.84,72.49,66.7,2.55,70.03,69.83,-0.48,23.76,6.23,70.54,Medium,Medium
STU109198,18,Female,78.35,1.3,73.21,43.49,57.57,55.86,2.88,49.33,57.53,-1.63,21.65,44.25,66.67,Medium,Medium
STU109199,23,Female,50.93,1.46,52.82,36.15,41.43,61.7,1.27,41.62,48.03,7.08,49.07,32.9,45.64,Low,Low
STU109200,23,Female,98.68,17.06,75.44,96.94,80.01,74.54,3.03,83.9,81.73,-8.91,1.32,4.79,85.62,High,High
STU109201,26,Female,78.35,24.12,86.97,98.83,82.27,81.42,2.48,69.81,87.37,-11.06,21.65,3.62,79.59,Medium,High
STU109202,22,Female,75.31,8.18,56.62,48.7,59.73,63.23,2.61,63.43,57.07,8.82,24.69,6.98,64.18,Medium,Medium
STU109203,29,Female,90.28,25.11,78.74,70.31,84.53,100.0,2.98,89.02,83.4,17.74,9.72,3.32,83.68,Medium,High
STU109204,26,Female,44.96,4.2,64.05,65.02,39.34,70.05,1.18,31.65,59.61,-9.84,55.04,14.19,49.19,Low,Medium
STU109205,30,Male,84.26,15.04,81.71,69.55,83.52,73.66,2.07,84.0,77.11,2.96,15.74,5.13,74.18,Medium,High
STU109206,22,Female,85.08,14.09,75.15,61.48,63.56,63.41,2.72,60.13,65.9,-4.83,14.92,4.68,72.07,Medium,Medium
STU109207,26,Female,93.79,19.03,69.0,58.89,86.12,72.76,1.96,75.51,71.69,15.49,6.21,3.77,73.78,Low,High
STU109208,22,Male,63.79,21.53,62.75,58.42,47.16,70.63,2.64,47.86,59.74,-1.69,36.21,2.77,62.21,Medium,Medium
STU109209,27,Male,51.81,9.6,63.8,81.78,49.72,83.62,2.31,47.07,69.73,-6.12,48.19,7.26,61.96,Medium,Medium
STU109210,27,Female,78.46,21.47,79.81,68.34,62.63,89.93,2.24,77.41,75.18,2.2,21.54,3.5,72.33,Medium,High
STU109211,22,Female,71.9,10.06,72.51,50.72,76.55,72.25,2.21,79.14,68.01,12.79,28.1,6.76,66.62,Medium,Medium
STU109212,30,Male,82.92,22.26,84.9,78.16,86.88,91.55,2.85,66.47,85.37,7.69,17.08,3.84,81.81,Medium,High
STU109213,29,Male,71.92,8.88,67.51,79.28,59.8,82.25,2.04,57.41,72.21,-2.37,28.08,8.13,67.88,Medium,High
STU109214,29,Male,100.0,36.07,100.0,98.45,98.54,98.49,3.83,90.57,98.87,-0.71,0.0,2.74,98.58,High,High
STU109215,20,Male,60.17,5.88,56.03,48.67,59.79,56.62,2.08,41.81,55.28,5.85,39.83,9.4,56.09,Medium,Medium
STU109216,27,Female,80.22,20.03,70.13,66.26,90.62,72.14,2.77,78.54,74.79,13.19,19.78,3.73,75.31,Medium,High
STU109217,19,Female,89.39,7.39,83.54,75.2,69.72,76.33,2.7,57.22,76.2,-6.34,10.61,10.31,78.42,Medium,High
STU109218,19,Female,75.9,17.32,71.25,76.3,77.26,61.23,2.52,67.09,71.51,-4.53,24.1,4.13,71.12,Medium,High
STU109219,30,Male,96.05,22.34,96.13,84.57,77.53,85.26,3.34,82.83,85.87,-8.95,3.95,3.84,88.45,High,High
STU109220,19,Male,88.09,16.4,84.38,89.92,71.75,62.59,2.58,60.33,77.16,-19.98,11.91,4.7,77.91,Medium,High
STU109221,29,Male,62.01,10.31,62.72,70.09,55.55,50.55,2.06,51.61,59.73,-13.36,37.99,5.79,58.77,Medium,Medium
STU109222,23,Female,94.04,22.89,56.01,62.5,93.32,84.21,3.52,80.38,74.01,29.51,5.96,3.23,82.82,High,High
STU109223,21,Female,67.73,7.13,63.42,63.92,67.68,58.32,1.71,62.17,63.34,-0.67,32.27,8.88,60.54,Low,Medium
STU109224,18,Male,68.19,4.15,56.63,61.65,59.17,80.86,2.39,61.83,64.58,10.88,31.81,15.56,64.7,Medium,Medium
STU109225,26,Female,78.12,14.45,82.19,71.12,80.2,72.11,2.79,69.1,76.4,-0.5,21.88,5.29,75.59,Medium,High
STU109226,27,Male,81.65,23.8,94.52,82.95,79.09,81.76,2.74,67.11,84.58,-8.31,18.35,3.55,80.48,Medium,High
STU109227,24,Male,79.52,14.92,65.98,100.0,77.83,70.3,2.81,85.38,78.53,-8.93,20.48,5.26,77.17,Medium,High
STU109228,24,Female,83.79,10.28,76.54,70.61,78.29,53.06,2.92,64.94,69.62,-7.9,16.21,6.77,74.55,Medium,Medium
STU109229,22,Male,87.2,13.72,77.41,62.09,53.65,67.99,2.59,52.09,65.28,-8.93,12.8,4.76,71.75,Medium,Medium
STU109230,25,Female,100.0,24.23,86.85,77.24,71.44,84.64,3.11,84.84,80.04,-4.0,0.0,3.3,85.57,High,High
STU109231,21,Male,68.4,19.69,77.31,83.67,65.33,68.34,3.19,64.63,73.66,-13.66,31.6,3.74,73.3,High,High
STU109232,25,Female,60.02,11.46,44.31,61.26,52.85,60.11,1.48,57.92,54.63,3.7,39.98,4.77,52.72,Low,Medium
STU109233,19,Male,72.1,15.47,63.22,63.8,58.88,70.06,1.65,59.31,63.99,0.96,27.9,4.14,61.88,Low,Medium
STU109234,24,Male,100.0,24.33,87.49,81.3,86.71,84.05,3.09,86.07,84.89,0.98,0.0,3.49,87.9,High,High
STU109235,25,Male,61.64,9.51,73.96,72.44,57.08,74.94,2.64,61.99,69.6,-7.19,38.36,7.32,66.49,Medium,Medium
STU109236,24,Female,82.74,21.0,83.53,75.22,70.69,75.8,2.97,71.92,76.31,-6.13,17.26,3.63,77.83,Medium,High
STU109237,23,Female,85.16,19.56,81.08,81.65,86.6,94.16,2.57,74.79,85.87,9.01,14.84,4.39,81.33,Medium,High
